def,county,geotypv,geotype,COUNTYFI_1,strata,ind,ind_strt,metric,value,climReg
Percent of population with a disability,Mariposa,6043,CO,6043,physical,disability,disability_physical,est,7.6905325,North Sierra
Percent of population with a disability,Mendocino,6045,CO,6045,physical,disability,disability_physical,est,9.4805546,North Coast
Percent of population with a disability,Merced,6047,CO,6047,physical,disability,disability_physical,est,7.1602057,Northern Central Valley
Percent of population with a disability,Modoc,6049,CO,6049,physical,disability,disability_physical,est,11.2221456,North
Percent of population with a disability,Mono,6051,CO,6051,physical,disability,disability_physical,est,5.0682113,Southeast Sierra
Percent of population with a disability,Monterey,6053,CO,6053,physical,disability,disability_physical,est,4.749622,Central Coast
Percent of population with a disability,Napa,6055,CO,6055,physical,disability,disability_physical,est,5.8678836,Bay Area
Percent of population with a disability,Nevada,6057,CO,6057,physical,disability,disability_physical,est,6.4483287,North Sierra
Percent of population with a disability,Orange,6059,CO,6059,physical,disability,disability_physical,est,4.1541386,South Coast
Percent of population with a disability,Placer,6061,CO,6061,physical,disability,disability_physical,est,5.7705662,North Sierra
Percent of population with a disability,Plumas,6063,CO,6063,physical,disability,disability_physical,est,10.0376478,North Sierra
Percent of population with a disability,Riverside,6065,CO,6065,physical,disability,disability_physical,est,6.0148393,Desert
Percent of population with a disability,Sacramento,6067,CO,6067,physical,disability,disability_physical,est,7.1588286,Northern Central Valley
Percent of population with a disability,San Benito,6069,CO,6069,physical,disability,disability_physical,est,4.8148727,Central Coast
Percent of population with a disability,San Bernardino,6071,CO,6071,physical,disability,disability_physical,est,6.2447071,Desert
Percent of population with a disability,San Diego,6073,CO,6073,physical,disability,disability_physical,est,5.1367741,South Coast
Percent of population with a disability,San Francisco,6075,CO,6075,physical,disability,disability_physical,est,6.2567328,Bay Area
Percent of population with a disability,San Joaquin,6077,CO,6077,physical,disability,disability_physical,est,6.9136808,Northern Central Valley
Percent of population with a disability,San Luis Obispo,6079,CO,6079,physical,disability,disability_physical,est,5.8962721,Central Coast
Percent of population with a disability,San Mateo,6081,CO,6081,physical,disability,disability_physical,est,4.4829435,Bay Area
Percent of population with a disability,Santa Barbara,6083,CO,6083,physical,disability,disability_physical,est,5.5140885,Central Coast
Percent of population with a disability,Santa Clara,6085,CO,6085,physical,disability,disability_physical,est,4.1399002,Bay Area
Percent of population with a disability,Santa Cruz,6087,CO,6087,physical,disability,disability_physical,est,4.3890069,Central Coast
Percent of population with a disability,Shasta,6089,CO,6089,physical,disability,disability_physical,est,9.5808636,North
Percent of population with a disability,Sierra,6091,CO,6091,physical,disability,disability_physical,est,9.8151261,North Sierra
Percent of population with a disability,Siskiyou,6093,CO,6093,physical,disability,disability_physical,est,11.0526065,North
Percent of population with a disability,Solano,6095,CO,6095,physical,disability,disability_physical,est,5.9704981,Bay Area
Percent of population with a disability,Sonoma,6097,CO,6097,physical,disability,disability_physical,est,5.7490554,Bay Area
Percent of population with a disability,Stanislaus,6099,CO,6099,physical,disability,disability_physical,est,7.6375473,Northern Central Valley
Percent of population with a disability,Sutter,6101,CO,6101,physical,disability,disability_physical,est,7.483982,Northern Central Valley
Percent of population with a disability,Tehama,6103,CO,6103,physical,disability,disability_physical,est,11.1687104,Northern Central Valley
Percent of population with a disability,Trinity,6105,CO,6105,physical,disability,disability_physical,est,14.9656642,North
Percent of population with a disability,Tulare,6107,CO,6107,physical,disability,disability_physical,est,6.1913123,Southern Central Valley
Percent of population with a disability,Tuolumne,6109,CO,6109,physical,disability,disability_physical,est,9.023199,North Sierra
Percent of population with a disability,Ventura,6111,CO,6111,physical,disability,disability_physical,est,5.2899123,South Coast
Percent of population with a disability,Yolo,6113,CO,6113,physical,disability,disability_physical,est,5.4781478,Northern Central Valley
Percent of population with a disability,Yuba,6115,CO,6115,physical,disability,disability_physical,est,8.6144323,Northern Central Valley
Percent of population with a disability,Alameda,6001,CO,6001,total,disability,disability_total,est,9.2,Bay Area
Percent of population with a disability,Alpine,6003,CO,6003,total,disability,disability_total,est,13.9,Southeast Sierra
Percent of population with a disability,Amador,6005,CO,6005,total,disability,disability_total,est,17,North Sierra
Percent of population with a disability,Butte,6007,CO,6007,total,disability,disability_total,est,16.7,Northern Central Valley
Percent of population with a disability,Calaveras,6009,CO,6009,total,disability,disability_total,est,17.8,North Sierra
Percent of population with a disability,Colusa,6011,CO,6011,total,disability,disability_total,est,12.4,Northern Central Valley
Percent of population with a disability,Contra Costa,6013,CO,6013,total,disability,disability_total,est,9.8,Bay Area
Percent of population with a disability,Del Norte,6015,CO,6015,total,disability,disability_total,est,21.1,North Coast
Percent of population with a disability,El Dorado,6017,CO,6017,total,disability,disability_total,est,11.4,North Sierra
Percent of population with a disability,Fresno,6019,CO,6019,total,disability,disability_total,est,11.6,Southern Central Valley
Percent of population with a disability,Glenn,6021,CO,6021,total,disability,disability_total,est,15,Northern Central Valley
Percent of population with a disability,Humboldt,6023,CO,6023,total,disability,disability_total,est,15.5,North Coast
Percent of population with a disability,Imperial,6025,CO,6025,total,disability,disability_total,est,13.4,Desert
Percent of population with a disability,Inyo,6027,CO,6027,total,disability,disability_total,est,12.3,Southeast Sierra
Percent of population with a disability,Kern,6029,CO,6029,total,disability,disability_total,est,12,Southern Central Valley
Percent of population with a disability,Kings,6031,CO,6031,total,disability,disability_total,est,10.4,Southern Central Valley
Percent of population with a disability,Lake,6033,CO,6033,total,disability,disability_total,est,20.1,North Coast
Percent of population with a disability,Lassen,6035,CO,6035,total,disability,disability_total,est,15.8,North
Percent of population with a disability,Los Angeles,6037,CO,6037,total,disability,disability_total,est,9.4,South Coast
Percent of population with a disability,Madera,6039,CO,6039,total,disability,disability_total,est,11.7,Northern Central Valley
Percent of population with a disability,Marin,6041,CO,6041,total,disability,disability_total,est,8.6,Bay Area
Percent of population with a disability,Mariposa,6043,CO,6043,total,disability,disability_total,est,17.9,North Sierra
Percent of population with a disability,Mendocino,6045,CO,6045,total,disability,disability_total,est,16,North Coast
Percent of population with a disability,Merced,6047,CO,6047,total,disability,disability_total,est,14.7,Northern Central Valley
Percent of population with a disability,Modoc,6049,CO,6049,total,disability,disability_total,est,20.9,North
Percent of population with a disability,Mono,6051,CO,6051,total,disability,disability_total,est,10.1,Southeast Sierra
Percent of population with a disability,Monterey,6053,CO,6053,total,disability,disability_total,est,8.4,Central Coast
Percent of population with a disability,Napa,6055,CO,6055,total,disability,disability_total,est,10.7,Bay Area
Percent of population with a disability,Nevada,6057,CO,6057,total,disability,disability_total,est,12.8,North Sierra
Percent of population with a disability,Orange,6059,CO,6059,total,disability,disability_total,est,7.6,South Coast
Percent of population with a disability,Placer,6061,CO,6061,total,disability,disability_total,est,10.5,North Sierra
Percent of population with a disability,Plumas,6063,CO,6063,total,disability,disability_total,est,17.9,North Sierra
Percent of population with a disability,Riverside,6065,CO,6065,total,disability,disability_total,est,10.5,Desert
Percent of population with a disability,Sacramento,6067,CO,6067,total,disability,disability_total,est,12.9,Northern Central Valley
Percent of population with a disability,San Benito,6069,CO,6069,total,disability,disability_total,est,8.3,Central Coast
Percent of population with a disability,San Bernardino,6071,CO,6071,total,disability,disability_total,est,10.7,Desert
Percent of population with a disability,San Diego,6073,CO,6073,total,disability,disability_total,est,9.3,South Coast
Percent of population with a disability,San Francisco,6075,CO,6075,total,disability,disability_total,est,10.6,Bay Area
Percent of population with a disability,San Joaquin,6077,CO,6077,total,disability,disability_total,est,11.6,Northern Central Valley
Percent of population with a disability,San Luis Obispo,6079,CO,6079,total,disability,disability_total,est,11.1,Central Coast
Percent of population with a disability,San Mateo,6081,CO,6081,total,disability,disability_total,est,7.8,Bay Area
Percent of population with a disability,Santa Barbara,6083,CO,6083,total,disability,disability_total,est,10.4,Central Coast
Percent of population with a disability,Santa Clara,6085,CO,6085,total,disability,disability_total,est,7.7,Bay Area
Percent of population with a disability,Santa Cruz,6087,CO,6087,total,disability,disability_total,est,8.8,Central Coast
Percent of population with a disability,Shasta,6089,CO,6089,total,disability,disability_total,est,17.7,North
Percent of population with a disability,Sierra,6091,CO,6091,total,disability,disability_total,est,14.5,North Sierra
Percent of population with a disability,Siskiyou,6093,CO,6093,total,disability,disability_total,est,19.5,North
Percent of population with a disability,Solano,6095,CO,6095,total,disability,disability_total,est,10.7,Bay Area
Percent of population with a disability,Sonoma,6097,CO,6097,total,disability,disability_total,est,10.7,Bay Area
Percent of population with a disability,Stanislaus,6099,CO,6099,total,disability,disability_total,est,13,Northern Central Valley
Percent of population with a disability,Sutter,6101,CO,6101,total,disability,disability_total,est,13.8,Northern Central Valley
Percent of population with a disability,Tehama,6103,CO,6103,total,disability,disability_total,est,19,Northern Central Valley
Percent of population with a disability,Trinity,6105,CO,6105,total,disability,disability_total,est,21.8,North
Percent of population with a disability,Tulare,6107,CO,6107,total,disability,disability_total,est,10.4,Southern Central Valley
Percent of population with a disability,Tuolumne,6109,CO,6109,total,disability,disability_total,est,17.5,North Sierra
Percent of population with a disability,Ventura,6111,CO,6111,total,disability,disability_total,est,9.8,South Coast
Percent of population with a disability,Yolo,6113,CO,6113,total,disability,disability_total,est,9.9,Northern Central Valley
Percent of population with a disability,Yuba,6115,CO,6115,total,disability,disability_total,est,15.9,Northern Central Valley
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Alameda,6001,CO,6001,2006-2010,education,education_2006-2010,est,85.9,Bay Area
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Alpine,6003,CO,6003,2006-2010,education,education_2006-2010,est,92.1,Southeast Sierra
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Amador,6005,CO,6005,2006-2010,education,education_2006-2010,est,87.4,North Sierra
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Butte,6007,CO,6007,2006-2010,education,education_2006-2010,est,85.7,Northern Central Valley
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Calaveras,6009,CO,6009,2006-2010,education,education_2006-2010,est,90.7,North Sierra
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Colusa,6011,CO,6011,2006-2010,education,education_2006-2010,est,70.5,Northern Central Valley
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Contra Costa,6013,CO,6013,2006-2010,education,education_2006-2010,est,88.4,Bay Area
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Del Norte,6015,CO,6015,2006-2010,education,education_2006-2010,est,81.3,North Coast
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,El Dorado,6017,CO,6017,2006-2010,education,education_2006-2010,est,92.7,North Sierra
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Fresno,6019,CO,6019,2006-2010,education,education_2006-2010,est,73.1,Southern Central Valley
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Glenn,6021,CO,6021,2006-2010,education,education_2006-2010,est,73.9,Northern Central Valley
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Humboldt,6023,CO,6023,2006-2010,education,education_2006-2010,est,90.4,North Coast
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Imperial,6025,CO,6025,2006-2010,education,education_2006-2010,est,62.3,Desert
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Inyo,6027,CO,6027,2006-2010,education,education_2006-2010,est,88.6,Southeast Sierra
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Kern,6029,CO,6029,2006-2010,education,education_2006-2010,est,71.1,Southern Central Valley
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Kings,6031,CO,6031,2006-2010,education,education_2006-2010,est,69.9,Southern Central Valley
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Lake,6033,CO,6033,2006-2010,education,education_2006-2010,est,86.3,North Coast
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Lassen,6035,CO,6035,2006-2010,education,education_2006-2010,est,79.8,North
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Los Angeles,6037,CO,6037,2006-2010,education,education_2006-2010,est,75.9,South Coast
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Madera,6039,CO,6039,2006-2010,education,education_2006-2010,est,67.9,Northern Central Valley
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Marin,6041,CO,6041,2006-2010,education,education_2006-2010,est,91.8,Bay Area
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Mariposa,6043,CO,6043,2006-2010,education,education_2006-2010,est,90,North Sierra
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Mendocino,6045,CO,6045,2006-2010,education,education_2006-2010,est,83.2,North Coast
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Merced,6047,CO,6047,2006-2010,education,education_2006-2010,est,67,Northern Central Valley
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Modoc,6049,CO,6049,2006-2010,education,education_2006-2010,est,84.3,North
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Mono,6051,CO,6051,2006-2010,education,education_2006-2010,est,87.4,Southeast Sierra
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Monterey,6053,CO,6053,2006-2010,education,education_2006-2010,est,70.7,Central Coast
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Napa,6055,CO,6055,2006-2010,education,education_2006-2010,est,82.2,Bay Area
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Nevada,6057,CO,6057,2006-2010,education,education_2006-2010,est,94.1,North Sierra
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Orange,6059,CO,6059,2006-2010,education,education_2006-2010,est,83.3,South Coast
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Placer,6061,CO,6061,2006-2010,education,education_2006-2010,est,93,North Sierra
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Plumas,6063,CO,6063,2006-2010,education,education_2006-2010,est,92.2,North Sierra
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Riverside,6065,CO,6065,2006-2010,education,education_2006-2010,est,79.2,Desert
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Sacramento,6067,CO,6067,2006-2010,education,education_2006-2010,est,85.1,Northern Central Valley
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,San Benito,6069,CO,6069,2006-2010,education,education_2006-2010,est,73.8,Central Coast
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,San Bernardino,6071,CO,6071,2006-2010,education,education_2006-2010,est,77.5,Desert
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,San Diego,6073,CO,6073,2006-2010,education,education_2006-2010,est,85.3,South Coast
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,San Francisco,6075,CO,6075,2006-2010,education,education_2006-2010,est,85.7,Bay Area
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,San Joaquin,6077,CO,6077,2006-2010,education,education_2006-2010,est,76.7,Northern Central Valley
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,San Luis Obispo,6079,CO,6079,2006-2010,education,education_2006-2010,est,88.2,Central Coast
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,San Mateo,6081,CO,6081,2006-2010,education,education_2006-2010,est,88.5,Bay Area
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Santa Barbara,6083,CO,6083,2006-2010,education,education_2006-2010,est,80.1,Central Coast
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Santa Clara,6085,CO,6085,2006-2010,education,education_2006-2010,est,86.3,Bay Area
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Santa Cruz,6087,CO,6087,2006-2010,education,education_2006-2010,est,84.1,Central Coast
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Shasta,6089,CO,6089,2006-2010,education,education_2006-2010,est,88.1,North
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Sierra,6091,CO,6091,2006-2010,education,education_2006-2010,est,88.3,North Sierra
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Siskiyou,6093,CO,6093,2006-2010,education,education_2006-2010,est,88.4,North
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Solano,6095,CO,6095,2006-2010,education,education_2006-2010,est,85.8,Bay Area
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Sonoma,6097,CO,6097,2006-2010,education,education_2006-2010,est,86.2,Bay Area
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Stanislaus,6099,CO,6099,2006-2010,education,education_2006-2010,est,75.3,Northern Central Valley
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Sutter,6101,CO,6101,2006-2010,education,education_2006-2010,est,78.4,Northern Central Valley
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Tehama,6103,CO,6103,2006-2010,education,education_2006-2010,est,80.3,Northern Central Valley
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Trinity,6105,CO,6105,2006-2010,education,education_2006-2010,est,90.1,North
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Tulare,6107,CO,6107,2006-2010,education,education_2006-2010,est,67.3,Southern Central Valley
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Tuolumne,6109,CO,6109,2006-2010,education,education_2006-2010,est,87.3,North Sierra
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Ventura,6111,CO,6111,2006-2010,education,education_2006-2010,est,82.3,South Coast
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Yolo,6113,CO,6113,2006-2010,education,education_2006-2010,est,84.3,Northern Central Valley
High School or Greater Educational Attainment in the Population Aged 25 Years and Older,Yuba,6115,CO,6115,2006-2010,education,education_2006-2010,est,76.9,Northern Central Valley
Percent of population aged 65 years or older,Alameda,6001,CO,6001,none,elderly,elderly_none,est,11.1,Bay Area
Percent of population aged 65 years or older,Alpine,6003,CO,6003,none,elderly,elderly_none,est,14.1,Southeast Sierra
Percent of population aged 65 years or older,Amador,6005,CO,6005,none,elderly,elderly_none,est,20.6,North Sierra
Percent of population aged 65 years or older,Butte,6007,CO,6007,none,elderly,elderly_none,est,15.4,Northern Central Valley
Percent of population aged 65 years or older,Calaveras,6009,CO,6009,none,elderly,elderly_none,est,21,North Sierra
Percent of population aged 65 years or older,Colusa,6011,CO,6011,none,elderly,elderly_none,est,11.6,Northern Central Valley
Percent of population aged 65 years or older,Contra Costa,6013,CO,6013,none,elderly,elderly_none,est,12.4,Bay Area
Percent of population aged 65 years or older,Del Norte,6015,CO,6015,none,elderly,elderly_none,est,13.5,North Coast
Percent of population aged 65 years or older,El Dorado,6017,CO,6017,none,elderly,elderly_none,est,14.6,North Sierra
Percent of population aged 65 years or older,Fresno,6019,CO,6019,none,elderly,elderly_none,est,10,Southern Central Valley
Percent of population aged 65 years or older,Glenn,6021,CO,6021,none,elderly,elderly_none,est,13.3,Northern Central Valley
Percent of population aged 65 years or older,Humboldt,6023,CO,6023,none,elderly,elderly_none,est,13.2,North Coast
Percent of population aged 65 years or older,Imperial,6025,CO,6025,none,elderly,elderly_none,est,10.4,Desert
Percent of population aged 65 years or older,Inyo,6027,CO,6027,none,elderly,elderly_none,est,19.1,Southeast Sierra
Percent of population aged 65 years or older,Kern,6029,CO,6029,none,elderly,elderly_none,est,9,Southern Central Valley
Percent of population aged 65 years or older,Kings,6031,CO,6031,none,elderly,elderly_none,est,7.9,Southern Central Valley
Percent of population aged 65 years or older,Lake,6033,CO,6033,none,elderly,elderly_none,est,17.7,North Coast
Percent of population aged 65 years or older,Lassen,6035,CO,6035,none,elderly,elderly_none,est,10,North
Percent of population aged 65 years or older,Los Angeles,6037,CO,6037,none,elderly,elderly_none,est,10.9,South Coast
Percent of population aged 65 years or older,Madera,6039,CO,6039,none,elderly,elderly_none,est,11.4,Northern Central Valley
Percent of population aged 65 years or older,Marin,6041,CO,6041,none,elderly,elderly_none,est,16.7,Bay Area
Percent of population aged 65 years or older,Mariposa,6043,CO,6043,none,elderly,elderly_none,est,20.9,North Sierra
Percent of population aged 65 years or older,Mendocino,6045,CO,6045,none,elderly,elderly_none,est,15.4,North Coast
Percent of population aged 65 years or older,Merced,6047,CO,6047,none,elderly,elderly_none,est,9.4,Northern Central Valley
Percent of population aged 65 years or older,Modoc,6049,CO,6049,none,elderly,elderly_none,est,19.7,North
Percent of population aged 65 years or older,Mono,6051,CO,6051,none,elderly,elderly_none,est,9.7,Southeast Sierra
Percent of population aged 65 years or older,Monterey,6053,CO,6053,none,elderly,elderly_none,est,10.7,Central Coast
Percent of population aged 65 years or older,Napa,6055,CO,6055,none,elderly,elderly_none,est,15.1,Bay Area
Percent of population aged 65 years or older,Nevada,6057,CO,6057,none,elderly,elderly_none,est,19.4,North Sierra
Percent of population aged 65 years or older,Orange,6059,CO,6059,none,elderly,elderly_none,est,11.6,South Coast
Percent of population aged 65 years or older,Placer,6061,CO,6061,none,elderly,elderly_none,est,15.4,North Sierra
Percent of population aged 65 years or older,Plumas,6063,CO,6063,none,elderly,elderly_none,est,20.8,North Sierra
Percent of population aged 65 years or older,Riverside,6065,CO,6065,none,elderly,elderly_none,est,11.8,Desert
Percent of population aged 65 years or older,Sacramento,6067,CO,6067,none,elderly,elderly_none,est,11.2,Northern Central Valley
Percent of population aged 65 years or older,San Benito,6069,CO,6069,none,elderly,elderly_none,est,9.7,Central Coast
Percent of population aged 65 years or older,San Bernardino,6071,CO,6071,none,elderly,elderly_none,est,8.9,Desert
Percent of population aged 65 years or older,San Diego,6073,CO,6073,none,elderly,elderly_none,est,11.4,South Coast
Percent of population aged 65 years or older,San Francisco,6075,CO,6075,none,elderly,elderly_none,est,13.6,Bay Area
Percent of population aged 65 years or older,San Joaquin,6077,CO,6077,none,elderly,elderly_none,est,10.4,Northern Central Valley
Percent of population aged 65 years or older,San Luis Obispo,6079,CO,6079,none,elderly,elderly_none,est,15.2,Central Coast
Percent of population aged 65 years or older,San Mateo,6081,CO,6081,none,elderly,elderly_none,est,13.4,Bay Area
Percent of population aged 65 years or older,Santa Barbara,6083,CO,6083,none,elderly,elderly_none,est,12.8,Central Coast
Percent of population aged 65 years or older,Santa Clara,6085,CO,6085,none,elderly,elderly_none,est,11.1,Bay Area
Percent of population aged 65 years or older,Santa Cruz,6087,CO,6087,none,elderly,elderly_none,est,11.1,Central Coast
Percent of population aged 65 years or older,Shasta,6089,CO,6089,none,elderly,elderly_none,est,16.9,North
Percent of population aged 65 years or older,Sierra,6091,CO,6091,none,elderly,elderly_none,est,20.9,North Sierra
Percent of population aged 65 years or older,Siskiyou,6093,CO,6093,none,elderly,elderly_none,est,19.6,North
Percent of population aged 65 years or older,Solano,6095,CO,6095,none,elderly,elderly_none,est,11.3,Bay Area
Percent of population aged 65 years or older,Sonoma,6097,CO,6097,none,elderly,elderly_none,est,13.9,Bay Area
Percent of population aged 65 years or older,Stanislaus,6099,CO,6099,none,elderly,elderly_none,est,10.7,Northern Central Valley
Percent of population aged 65 years or older,Sutter,6101,CO,6101,none,elderly,elderly_none,est,12.7,Northern Central Valley
Percent of population aged 65 years or older,Tehama,6103,CO,6103,none,elderly,elderly_none,est,15.9,Northern Central Valley
Percent of population aged 65 years or older,Trinity,6105,CO,6105,none,elderly,elderly_none,est,20.1,North
Percent of population aged 65 years or older,Tulare,6107,CO,6107,none,elderly,elderly_none,est,9.4,Southern Central Valley
Percent of population aged 65 years or older,Tuolumne,6109,CO,6109,none,elderly,elderly_none,est,20.4,North Sierra
Percent of population aged 65 years or older,Ventura,6111,CO,6111,none,elderly,elderly_none,est,11.7,South Coast
Percent of population aged 65 years or older,Yolo,6113,CO,6113,none,elderly,elderly_none,est,9.8,Northern Central Valley
Percent of population aged 65 years or older,Yuba,6115,CO,6115,none,elderly,elderly_none,est,10.1,Northern Central Valley
Projected number of extreme heat days,Alameda,6001,CO,6001,2050,heat,heat_2050,est,19.8,Bay Area
Projected number of extreme heat days,Alpine,6003,CO,6003,2050,heat,heat_2050,est,38.63333333,Southeast Sierra
Projected number of extreme heat days,Amador,6005,CO,6005,2050,heat,heat_2050,est,41.43333333,North Sierra
Projected number of extreme heat days,Butte,6007,CO,6007,2050,heat,heat_2050,est,37.53333333,Northern Central Valley
Projected number of extreme heat days,Calaveras,6009,CO,6009,2050,heat,heat_2050,est,40.36666667,North Sierra
Projected number of extreme heat days,Colusa,6011,CO,6011,2050,heat,heat_2050,est,33.76666667,Northern Central Valley
Projected number of extreme heat days,Contra Costa,6013,CO,6013,2050,heat,heat_2050,est,22.76666667,Bay Area
Projected number of extreme heat days,Del Norte,6015,CO,6015,2050,heat,heat_2050,est,19.1,North Coast
Projected number of extreme heat days,El Dorado,6017,CO,6017,2050,heat,heat_2050,est,42.36666667,North Sierra
Projected number of extreme heat days,Fresno,6019,CO,6019,2050,heat,heat_2050,est,44.26666667,Southern Central Valley
Projected number of extreme heat days,Glenn,6021,CO,6021,2050,heat,heat_2050,est,31.8,Northern Central Valley
Projected number of extreme heat days,Humboldt,6023,CO,6023,2050,heat,heat_2050,est,18.66666667,North Coast
Projected number of extreme heat days,Imperial,6025,CO,6025,2050,heat,heat_2050,est,43.43333333,Desert
Projected number of extreme heat days,Inyo,6027,CO,6027,2050,heat,heat_2050,est,44.06666667,Southeast Sierra
Projected number of extreme heat days,Kern,6029,CO,6029,2050,heat,heat_2050,est,39.13333333,Southern Central Valley
Projected number of extreme heat days,Kings,6031,CO,6031,2050,heat,heat_2050,est,38.6,Southern Central Valley
Projected number of extreme heat days,Lake,6033,CO,6033,2050,heat,heat_2050,est,23.63333333,North Coast
Projected number of extreme heat days,Lassen,6035,CO,6035,2050,heat,heat_2050,est,33.93333333,North
Projected number of extreme heat days,Los Angeles,6037,CO,6037,2050,heat,heat_2050,est,36.93333333,South Coast
Projected number of extreme heat days,Madera,6039,CO,6039,2050,heat,heat_2050,est,43.2,Northern Central Valley
Projected number of extreme heat days,Marin,6041,CO,6041,2050,heat,heat_2050,est,13.3,Bay Area
Projected number of extreme heat days,Mariposa,6043,CO,6043,2050,heat,heat_2050,est,41.53333333,North Sierra
Projected number of extreme heat days,Mendocino,6045,CO,6045,2050,heat,heat_2050,est,19.46666667,North Coast
Projected number of extreme heat days,Merced,6047,CO,6047,2050,heat,heat_2050,est,38.5,Northern Central Valley
Projected number of extreme heat days,Modoc,6049,CO,6049,2050,heat,heat_2050,est,36.6,North
Projected number of extreme heat days,Mono,6051,CO,6051,2050,heat,heat_2050,est,44.23333333,Southeast Sierra
Projected number of extreme heat days,Monterey,6053,CO,6053,2050,heat,heat_2050,est,20.5,Central Coast
Projected number of extreme heat days,Napa,6055,CO,6055,2050,heat,heat_2050,est,23.8,Bay Area
Projected number of extreme heat days,Nevada,6057,CO,6057,2050,heat,heat_2050,est,42.83333333,North Sierra
Projected number of extreme heat days,Orange,6059,CO,6059,2050,heat,heat_2050,est,15.16666667,South Coast
Projected number of extreme heat days,Placer,6061,CO,6061,2050,heat,heat_2050,est,43.5,North Sierra
Projected number of extreme heat days,Plumas,6063,CO,6063,2050,heat,heat_2050,est,38.06666667,North Sierra
Projected number of extreme heat days,Riverside,6065,CO,6065,2050,heat,heat_2050,est,41.83333333,Desert
Projected number of extreme heat days,Sacramento,6067,CO,6067,2050,heat,heat_2050,est,33,Northern Central Valley
Projected number of extreme heat days,San Benito,6069,CO,6069,2050,heat,heat_2050,est,30.63333333,Central Coast
Projected number of extreme heat days,San Bernardino,6071,CO,6071,2050,heat,heat_2050,est,41.23333333,Desert
Projected number of extreme heat days,San Diego,6073,CO,6073,2050,heat,heat_2050,est,38.56666667,South Coast
Projected number of extreme heat days,San Francisco,6075,CO,6075,2050,heat,heat_2050,est,8.1,Bay Area
Projected number of extreme heat days,San Joaquin,6077,CO,6077,2050,heat,heat_2050,est,31.83333333,Northern Central Valley
Projected number of extreme heat days,San Luis Obispo,6079,CO,6079,2050,heat,heat_2050,est,27.33333333,Central Coast
Projected number of extreme heat days,San Mateo,6081,CO,6081,2050,heat,heat_2050,est,12.4,Bay Area
