"def","county","geotypv","geotype","COUNTYFI_1","strata","ind","ind_strt","metric","value","climReg"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","San Benito",6069,"CO","06069","2006-2010","education","education_2006-2010","LL95",69.7489362,"Central Coast"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","San Bernardino",6071,"CO","06071","2006-2010","education","education_2006-2010","LL95",77.1425532,"Desert"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","San Diego",6073,"CO","06073","2006-2010","education","education_2006-2010","LL95",85.0617021,"South Coast"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","San Francisco",6075,"CO","06075","2006-2010","education","education_2006-2010","LL95",85.2234043,"Bay Area"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","San Joaquin",6077,"CO","06077","2006-2010","education","education_2006-2010","LL95",76.1042553,"Northern Central Valley"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","San Luis Obispo",6079,"CO","06079","2006-2010","education","education_2006-2010","LL95",87.4851064,"Central Coast"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","San Mateo",6081,"CO","06081","2006-2010","education","education_2006-2010","LL95",88.0234043,"Bay Area"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Santa Barbara",6083,"CO","06083","2006-2010","education","education_2006-2010","LL95",79.3851064,"Central Coast"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Santa Clara",6085,"CO","06085","2006-2010","education","education_2006-2010","LL95",85.9425532,"Bay Area"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Santa Cruz",6087,"CO","06087","2006-2010","education","education_2006-2010","LL95",83.3851064,"Central Coast"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Shasta",6089,"CO","06089","2006-2010","education","education_2006-2010","LL95",87.2659574,"North"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Sierra",6091,"CO","06091","2006-2010","education","education_2006-2010","LL95",82.4617021,"North Sierra"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Siskiyou",6093,"CO","06093","2006-2010","education","education_2006-2010","LL95",87.2085106,"North"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Solano",6095,"CO","06095","2006-2010","education","education_2006-2010","LL95",85.0851064,"Bay Area"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Sonoma",6097,"CO","06097","2006-2010","education","education_2006-2010","LL95",85.6042553,"Bay Area"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Stanislaus",6099,"CO","06099","2006-2010","education","education_2006-2010","LL95",74.5851064,"Northern Central Valley"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Sutter",6101,"CO","06101","2006-2010","education","education_2006-2010","LL95",76.9702128,"Northern Central Valley"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Tehama",6103,"CO","06103","2006-2010","education","education_2006-2010","LL95",78.512766,"Northern Central Valley"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Trinity",6105,"CO","06105","2006-2010","education","education_2006-2010","LL95",87.9553191,"North"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Tulare",6107,"CO","06107","2006-2010","education","education_2006-2010","LL95",66.5851064,"Southern Central Valley"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Tuolumne",6109,"CO","06109","2006-2010","education","education_2006-2010","LL95",85.8702128,"North Sierra"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Ventura",6111,"CO","06111","2006-2010","education","education_2006-2010","LL95",81.9425532,"South Coast"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Yolo",6113,"CO","06113","2006-2010","education","education_2006-2010","LL95",83.4659574,"Northern Central Valley"
"High School or Greater Educational Attainment in the Population Aged 25 Years and Older","Yuba",6115,"CO","06115","2006-2010","education","education_2006-2010","LL95",74.993617,"Northern Central Valley"
"Percent of population aged 65 years or older","Alameda",6001,"CO","06001","none","elderly","elderly_none","LL95",NA,"Bay Area"
"Percent of population aged 65 years or older","Alpine",6003,"CO","06003","none","elderly","elderly_none","LL95",NA,"Southeast Sierra"
"Percent of population aged 65 years or older","Amador",6005,"CO","06005","none","elderly","elderly_none","LL95",NA,"North Sierra"
"Percent of population aged 65 years or older","Butte",6007,"CO","06007","none","elderly","elderly_none","LL95",NA,"Northern Central Valley"
"Percent of population aged 65 years or older","Calaveras",6009,"CO","06009","none","elderly","elderly_none","LL95",NA,"North Sierra"
"Percent of population aged 65 years or older","Colusa",6011,"CO","06011","none","elderly","elderly_none","LL95",NA,"Northern Central Valley"
"Percent of population aged 65 years or older","Contra Costa",6013,"CO","06013","none","elderly","elderly_none","LL95",NA,"Bay Area"
"Percent of population aged 65 years or older","Del Norte",6015,"CO","06015","none","elderly","elderly_none","LL95",NA,"North Coast"
"Percent of population aged 65 years or older","El Dorado",6017,"CO","06017","none","elderly","elderly_none","LL95",NA,"North Sierra"
"Percent of population aged 65 years or older","Fresno",6019,"CO","06019","none","elderly","elderly_none","LL95",NA,"Southern Central Valley"
"Percent of population aged 65 years or older","Glenn",6021,"CO","06021","none","elderly","elderly_none","LL95",NA,"Northern Central Valley"
"Percent of population aged 65 years or older","Humboldt",6023,"CO","06023","none","elderly","elderly_none","LL95",NA,"North Coast"
"Percent of population aged 65 years or older","Imperial",6025,"CO","06025","none","elderly","elderly_none","LL95",NA,"Desert"
"Percent of population aged 65 years or older","Inyo",6027,"CO","06027","none","elderly","elderly_none","LL95",NA,"Southeast Sierra"
"Percent of population aged 65 years or older","Kern",6029,"CO","06029","none","elderly","elderly_none","LL95",NA,"Southern Central Valley"
"Percent of population aged 65 years or older","Kings",6031,"CO","06031","none","elderly","elderly_none","LL95",NA,"Southern Central Valley"
"Percent of population aged 65 years or older","Lake",6033,"CO","06033","none","elderly","elderly_none","LL95",NA,"North Coast"
"Percent of population aged 65 years or older","Lassen",6035,"CO","06035","none","elderly","elderly_none","LL95",NA,"North"
"Percent of population aged 65 years or older","Los Angeles",6037,"CO","06037","none","elderly","elderly_none","LL95",NA,"South Coast"
"Percent of population aged 65 years or older","Madera",6039,"CO","06039","none","elderly","elderly_none","LL95",NA,"Northern Central Valley"
"Percent of population aged 65 years or older","Marin",6041,"CO","06041","none","elderly","elderly_none","LL95",NA,"Bay Area"
"Percent of population aged 65 years or older","Mariposa",6043,"CO","06043","none","elderly","elderly_none","LL95",NA,"North Sierra"
"Percent of population aged 65 years or older","Mendocino",6045,"CO","06045","none","elderly","elderly_none","LL95",NA,"North Coast"
"Percent of population aged 65 years or older","Merced",6047,"CO","06047","none","elderly","elderly_none","LL95",NA,"Northern Central Valley"
"Percent of population aged 65 years or older","Modoc",6049,"CO","06049","none","elderly","elderly_none","LL95",NA,"North"
"Percent of population aged 65 years or older","Mono",6051,"CO","06051","none","elderly","elderly_none","LL95",NA,"Southeast Sierra"
"Percent of population aged 65 years or older","Monterey",6053,"CO","06053","none","elderly","elderly_none","LL95",NA,"Central Coast"
"Percent of population aged 65 years or older","Napa",6055,"CO","06055","none","elderly","elderly_none","LL95",NA,"Bay Area"
"Percent of population aged 65 years or older","Nevada",6057,"CO","06057","none","elderly","elderly_none","LL95",NA,"North Sierra"
"Percent of population aged 65 years or older","Orange",6059,"CO","06059","none","elderly","elderly_none","LL95",NA,"South Coast"
"Percent of population aged 65 years or older","Placer",6061,"CO","06061","none","elderly","elderly_none","LL95",NA,"North Sierra"
"Percent of population aged 65 years or older","Plumas",6063,"CO","06063","none","elderly","elderly_none","LL95",NA,"North Sierra"
"Percent of population aged 65 years or older","Riverside",6065,"CO","06065","none","elderly","elderly_none","LL95",NA,"Desert"
"Percent of population aged 65 years or older","Sacramento",6067,"CO","06067","none","elderly","elderly_none","LL95",NA,"Northern Central Valley"
"Percent of population aged 65 years or older","San Benito",6069,"CO","06069","none","elderly","elderly_none","LL95",NA,"Central Coast"
"Percent of population aged 65 years or older","San Bernardino",6071,"CO","06071","none","elderly","elderly_none","LL95",NA,"Desert"
"Percent of population aged 65 years or older","San Diego",6073,"CO","06073","none","elderly","elderly_none","LL95",NA,"South Coast"
"Percent of population aged 65 years or older","San Francisco",6075,"CO","06075","none","elderly","elderly_none","LL95",NA,"Bay Area"
"Percent of population aged 65 years or older","San Joaquin",6077,"CO","06077","none","elderly","elderly_none","LL95",NA,"Northern Central Valley"
"Percent of population aged 65 years or older","San Luis Obispo",6079,"CO","06079","none","elderly","elderly_none","LL95",NA,"Central Coast"
"Percent of population aged 65 years or older","San Mateo",6081,"CO","06081","none","elderly","elderly_none","LL95",NA,"Bay Area"
"Percent of population aged 65 years or older","Santa Barbara",6083,"CO","06083","none","elderly","elderly_none","LL95",NA,"Central Coast"
"Percent of population aged 65 years or older","Santa Clara",6085,"CO","06085","none","elderly","elderly_none","LL95",NA,"Bay Area"
"Percent of population aged 65 years or older","Santa Cruz",6087,"CO","06087","none","elderly","elderly_none","LL95",NA,"Central Coast"
"Percent of population aged 65 years or older","Shasta",6089,"CO","06089","none","elderly","elderly_none","LL95",NA,"North"
"Percent of population aged 65 years or older","Sierra",6091,"CO","06091","none","elderly","elderly_none","LL95",NA,"North Sierra"
"Percent of population aged 65 years or older","Siskiyou",6093,"CO","06093","none","elderly","elderly_none","LL95",NA,"North"
"Percent of population aged 65 years or older","Solano",6095,"CO","06095","none","elderly","elderly_none","LL95",NA,"Bay Area"
"Percent of population aged 65 years or older","Sonoma",6097,"CO","06097","none","elderly","elderly_none","LL95",NA,"Bay Area"
"Percent of population aged 65 years or older","Stanislaus",6099,"CO","06099","none","elderly","elderly_none","LL95",NA,"Northern Central Valley"
"Percent of population aged 65 years or older","Sutter",6101,"CO","06101","none","elderly","elderly_none","LL95",NA,"Northern Central Valley"
"Percent of population aged 65 years or older","Tehama",6103,"CO","06103","none","elderly","elderly_none","LL95",NA,"Northern Central Valley"
"Percent of population aged 65 years or older","Trinity",6105,"CO","06105","none","elderly","elderly_none","LL95",NA,"North"
"Percent of population aged 65 years or older","Tulare",6107,"CO","06107","none","elderly","elderly_none","LL95",NA,"Southern Central Valley"
"Percent of population aged 65 years or older","Tuolumne",6109,"CO","06109","none","elderly","elderly_none","LL95",NA,"North Sierra"
"Percent of population aged 65 years or older","Ventura",6111,"CO","06111","none","elderly","elderly_none","LL95",NA,"South Coast"
"Percent of population aged 65 years or older","Yolo",6113,"CO","06113","none","elderly","elderly_none","LL95",NA,"Northern Central Valley"
"Percent of population aged 65 years or older","Yuba",6115,"CO","06115","none","elderly","elderly_none","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Alameda",6001,"CO","06001","2050","heat","heat_2050","LL95",NA,"Bay Area"
"Projected number of extreme heat days","Alpine",6003,"CO","06003","2050","heat","heat_2050","LL95",NA,"Southeast Sierra"
"Projected number of extreme heat days","Amador",6005,"CO","06005","2050","heat","heat_2050","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Butte",6007,"CO","06007","2050","heat","heat_2050","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Calaveras",6009,"CO","06009","2050","heat","heat_2050","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Colusa",6011,"CO","06011","2050","heat","heat_2050","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Contra Costa",6013,"CO","06013","2050","heat","heat_2050","LL95",NA,"Bay Area"
"Projected number of extreme heat days","Del Norte",6015,"CO","06015","2050","heat","heat_2050","LL95",NA,"North Coast"
"Projected number of extreme heat days","El Dorado",6017,"CO","06017","2050","heat","heat_2050","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Fresno",6019,"CO","06019","2050","heat","heat_2050","LL95",NA,"Southern Central Valley"
"Projected number of extreme heat days","Glenn",6021,"CO","06021","2050","heat","heat_2050","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Humboldt",6023,"CO","06023","2050","heat","heat_2050","LL95",NA,"North Coast"
"Projected number of extreme heat days","Imperial",6025,"CO","06025","2050","heat","heat_2050","LL95",NA,"Desert"
"Projected number of extreme heat days","Inyo",6027,"CO","06027","2050","heat","heat_2050","LL95",NA,"Southeast Sierra"
"Projected number of extreme heat days","Kern",6029,"CO","06029","2050","heat","heat_2050","LL95",NA,"Southern Central Valley"
"Projected number of extreme heat days","Kings",6031,"CO","06031","2050","heat","heat_2050","LL95",NA,"Southern Central Valley"
"Projected number of extreme heat days","Lake",6033,"CO","06033","2050","heat","heat_2050","LL95",NA,"North Coast"
"Projected number of extreme heat days","Lassen",6035,"CO","06035","2050","heat","heat_2050","LL95",NA,"North"
"Projected number of extreme heat days","Los Angeles",6037,"CO","06037","2050","heat","heat_2050","LL95",NA,"South Coast"
"Projected number of extreme heat days","Madera",6039,"CO","06039","2050","heat","heat_2050","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Marin",6041,"CO","06041","2050","heat","heat_2050","LL95",NA,"Bay Area"
"Projected number of extreme heat days","Mariposa",6043,"CO","06043","2050","heat","heat_2050","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Mendocino",6045,"CO","06045","2050","heat","heat_2050","LL95",NA,"North Coast"
"Projected number of extreme heat days","Merced",6047,"CO","06047","2050","heat","heat_2050","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Modoc",6049,"CO","06049","2050","heat","heat_2050","LL95",NA,"North"
"Projected number of extreme heat days","Mono",6051,"CO","06051","2050","heat","heat_2050","LL95",NA,"Southeast Sierra"
"Projected number of extreme heat days","Monterey",6053,"CO","06053","2050","heat","heat_2050","LL95",NA,"Central Coast"
"Projected number of extreme heat days","Napa",6055,"CO","06055","2050","heat","heat_2050","LL95",NA,"Bay Area"
"Projected number of extreme heat days","Nevada",6057,"CO","06057","2050","heat","heat_2050","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Orange",6059,"CO","06059","2050","heat","heat_2050","LL95",NA,"South Coast"
"Projected number of extreme heat days","Placer",6061,"CO","06061","2050","heat","heat_2050","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Plumas",6063,"CO","06063","2050","heat","heat_2050","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Riverside",6065,"CO","06065","2050","heat","heat_2050","LL95",NA,"Desert"
"Projected number of extreme heat days","Sacramento",6067,"CO","06067","2050","heat","heat_2050","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","San Benito",6069,"CO","06069","2050","heat","heat_2050","LL95",NA,"Central Coast"
"Projected number of extreme heat days","San Bernardino",6071,"CO","06071","2050","heat","heat_2050","LL95",NA,"Desert"
"Projected number of extreme heat days","San Diego",6073,"CO","06073","2050","heat","heat_2050","LL95",NA,"South Coast"
"Projected number of extreme heat days","San Francisco",6075,"CO","06075","2050","heat","heat_2050","LL95",NA,"Bay Area"
"Projected number of extreme heat days","San Joaquin",6077,"CO","06077","2050","heat","heat_2050","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","San Luis Obispo",6079,"CO","06079","2050","heat","heat_2050","LL95",NA,"Central Coast"
"Projected number of extreme heat days","San Mateo",6081,"CO","06081","2050","heat","heat_2050","LL95",NA,"Bay Area"
"Projected number of extreme heat days","Santa Barbara",6083,"CO","06083","2050","heat","heat_2050","LL95",NA,"Central Coast"
"Projected number of extreme heat days","Santa Clara",6085,"CO","06085","2050","heat","heat_2050","LL95",NA,"Bay Area"
"Projected number of extreme heat days","Santa Cruz",6087,"CO","06087","2050","heat","heat_2050","LL95",NA,"Central Coast"
"Projected number of extreme heat days","Shasta",6089,"CO","06089","2050","heat","heat_2050","LL95",NA,"North"
"Projected number of extreme heat days","Sierra",6091,"CO","06091","2050","heat","heat_2050","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Siskiyou",6093,"CO","06093","2050","heat","heat_2050","LL95",NA,"North"
"Projected number of extreme heat days","Solano",6095,"CO","06095","2050","heat","heat_2050","LL95",NA,"Bay Area"
"Projected number of extreme heat days","Sonoma",6097,"CO","06097","2050","heat","heat_2050","LL95",NA,"Bay Area"
"Projected number of extreme heat days","Stanislaus",6099,"CO","06099","2050","heat","heat_2050","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Sutter",6101,"CO","06101","2050","heat","heat_2050","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Tehama",6103,"CO","06103","2050","heat","heat_2050","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Trinity",6105,"CO","06105","2050","heat","heat_2050","LL95",NA,"North"
"Projected number of extreme heat days","Tulare",6107,"CO","06107","2050","heat","heat_2050","LL95",NA,"Southern Central Valley"
"Projected number of extreme heat days","Tuolumne",6109,"CO","06109","2050","heat","heat_2050","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Ventura",6111,"CO","06111","2050","heat","heat_2050","LL95",NA,"South Coast"
"Projected number of extreme heat days","Yolo",6113,"CO","06113","2050","heat","heat_2050","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Yuba",6115,"CO","06115","2050","heat","heat_2050","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Alameda",6001,"CO","06001","2085","heat","heat_2085","LL95",NA,"Bay Area"
"Projected number of extreme heat days","Alpine",6003,"CO","06003","2085","heat","heat_2085","LL95",NA,"Southeast Sierra"
"Projected number of extreme heat days","Amador",6005,"CO","06005","2085","heat","heat_2085","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Butte",6007,"CO","06007","2085","heat","heat_2085","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Calaveras",6009,"CO","06009","2085","heat","heat_2085","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Colusa",6011,"CO","06011","2085","heat","heat_2085","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Contra Costa",6013,"CO","06013","2085","heat","heat_2085","LL95",NA,"Bay Area"
"Projected number of extreme heat days","Del Norte",6015,"CO","06015","2085","heat","heat_2085","LL95",NA,"North Coast"
"Projected number of extreme heat days","El Dorado",6017,"CO","06017","2085","heat","heat_2085","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Fresno",6019,"CO","06019","2085","heat","heat_2085","LL95",NA,"Southern Central Valley"
"Projected number of extreme heat days","Glenn",6021,"CO","06021","2085","heat","heat_2085","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Humboldt",6023,"CO","06023","2085","heat","heat_2085","LL95",NA,"North Coast"
"Projected number of extreme heat days","Imperial",6025,"CO","06025","2085","heat","heat_2085","LL95",NA,"Desert"
"Projected number of extreme heat days","Inyo",6027,"CO","06027","2085","heat","heat_2085","LL95",NA,"Southeast Sierra"
"Projected number of extreme heat days","Kern",6029,"CO","06029","2085","heat","heat_2085","LL95",NA,"Southern Central Valley"
"Projected number of extreme heat days","Kings",6031,"CO","06031","2085","heat","heat_2085","LL95",NA,"Southern Central Valley"
"Projected number of extreme heat days","Lake",6033,"CO","06033","2085","heat","heat_2085","LL95",NA,"North Coast"
"Projected number of extreme heat days","Lassen",6035,"CO","06035","2085","heat","heat_2085","LL95",NA,"North"
"Projected number of extreme heat days","Los Angeles",6037,"CO","06037","2085","heat","heat_2085","LL95",NA,"South Coast"
"Projected number of extreme heat days","Madera",6039,"CO","06039","2085","heat","heat_2085","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Marin",6041,"CO","06041","2085","heat","heat_2085","LL95",NA,"Bay Area"
"Projected number of extreme heat days","Mariposa",6043,"CO","06043","2085","heat","heat_2085","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Mendocino",6045,"CO","06045","2085","heat","heat_2085","LL95",NA,"North Coast"
"Projected number of extreme heat days","Merced",6047,"CO","06047","2085","heat","heat_2085","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Modoc",6049,"CO","06049","2085","heat","heat_2085","LL95",NA,"North"
"Projected number of extreme heat days","Mono",6051,"CO","06051","2085","heat","heat_2085","LL95",NA,"Southeast Sierra"
"Projected number of extreme heat days","Monterey",6053,"CO","06053","2085","heat","heat_2085","LL95",NA,"Central Coast"
"Projected number of extreme heat days","Napa",6055,"CO","06055","2085","heat","heat_2085","LL95",NA,"Bay Area"
"Projected number of extreme heat days","Nevada",6057,"CO","06057","2085","heat","heat_2085","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Orange",6059,"CO","06059","2085","heat","heat_2085","LL95",NA,"South Coast"
"Projected number of extreme heat days","Placer",6061,"CO","06061","2085","heat","heat_2085","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Plumas",6063,"CO","06063","2085","heat","heat_2085","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Riverside",6065,"CO","06065","2085","heat","heat_2085","LL95",NA,"Desert"
"Projected number of extreme heat days","Sacramento",6067,"CO","06067","2085","heat","heat_2085","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","San Benito",6069,"CO","06069","2085","heat","heat_2085","LL95",NA,"Central Coast"
"Projected number of extreme heat days","San Bernardino",6071,"CO","06071","2085","heat","heat_2085","LL95",NA,"Desert"
"Projected number of extreme heat days","San Diego",6073,"CO","06073","2085","heat","heat_2085","LL95",NA,"South Coast"
"Projected number of extreme heat days","San Francisco",6075,"CO","06075","2085","heat","heat_2085","LL95",NA,"Bay Area"
"Projected number of extreme heat days","San Joaquin",6077,"CO","06077","2085","heat","heat_2085","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","San Luis Obispo",6079,"CO","06079","2085","heat","heat_2085","LL95",NA,"Central Coast"
"Projected number of extreme heat days","San Mateo",6081,"CO","06081","2085","heat","heat_2085","LL95",NA,"Bay Area"
"Projected number of extreme heat days","Santa Barbara",6083,"CO","06083","2085","heat","heat_2085","LL95",NA,"Central Coast"
"Projected number of extreme heat days","Santa Clara",6085,"CO","06085","2085","heat","heat_2085","LL95",NA,"Bay Area"
"Projected number of extreme heat days","Santa Cruz",6087,"CO","06087","2085","heat","heat_2085","LL95",NA,"Central Coast"
"Projected number of extreme heat days","Shasta",6089,"CO","06089","2085","heat","heat_2085","LL95",NA,"North"
"Projected number of extreme heat days","Sierra",6091,"CO","06091","2085","heat","heat_2085","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Siskiyou",6093,"CO","06093","2085","heat","heat_2085","LL95",NA,"North"
"Projected number of extreme heat days","Solano",6095,"CO","06095","2085","heat","heat_2085","LL95",NA,"Bay Area"
"Projected number of extreme heat days","Sonoma",6097,"CO","06097","2085","heat","heat_2085","LL95",NA,"Bay Area"
"Projected number of extreme heat days","Stanislaus",6099,"CO","06099","2085","heat","heat_2085","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Sutter",6101,"CO","06101","2085","heat","heat_2085","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Tehama",6103,"CO","06103","2085","heat","heat_2085","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Trinity",6105,"CO","06105","2085","heat","heat_2085","LL95",NA,"North"
"Projected number of extreme heat days","Tulare",6107,"CO","06107","2085","heat","heat_2085","LL95",NA,"Southern Central Valley"
"Projected number of extreme heat days","Tuolumne",6109,"CO","06109","2085","heat","heat_2085","LL95",NA,"North Sierra"
"Projected number of extreme heat days","Ventura",6111,"CO","06111","2085","heat","heat_2085","LL95",NA,"South Coast"
"Projected number of extreme heat days","Yolo",6113,"CO","06113","2085","heat","heat_2085","LL95",NA,"Northern Central Valley"
"Projected number of extreme heat days","Yuba",6115,"CO","06115","2085","heat","heat_2085","LL95",NA,"Northern Central Valley"
"percent impervious surface cover","Lassen",6035,"CO","06035","area-weighted","impervious","impervious_area-weighted","LL95",NA,"North"
"percent impervious surface cover","Modoc",6049,"CO","06049","area-weighted","impervious","impervious_area-weighted","LL95",NA,"North"
"percent impervious surface cover","Shasta",6089,"CO","06089","area-weighted","impervious","impervious_area-weighted","LL95",NA,"North"
"percent impervious surface cover","Siskiyou",6093,"CO","06093","area-weighted","impervious","impervious_area-weighted","LL95",NA,"North"
"percent impervious surface cover","Trinity",6105,"CO","06105","area-weighted","impervious","impervious_area-weighted","LL95",NA,"North"
"percent impervious surface cover","Del Norte",6015,"CO","06015","area-weighted","impervious","impervious_area-weighted","LL95",NA,"North Coast"
"percent impervious surface cover","Humboldt",6023,"CO","06023","area-weighted","impervious","impervious_area-weighted","LL95",NA,"North Coast"
"percent impervious surface cover","Lake",6033,"CO","06033","area-weighted","impervious","impervious_area-weighted","LL95",NA,"North Coast"
"percent impervious surface cover","Mendocino",6045,"CO","06045","area-weighted","impervious","impervious_area-weighted","LL95",NA,"North Coast"
"percent impervious surface cover","Alameda",6001,"CO","06001","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Bay Area"
"percent impervious surface cover","Contra Costa",6013,"CO","06013","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Bay Area"
"percent impervious surface cover","Marin",6041,"CO","06041","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Bay Area"
"percent impervious surface cover","Napa",6055,"CO","06055","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Bay Area"
"percent impervious surface cover","San Francisco",6075,"CO","06075","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Bay Area"
"percent impervious surface cover","San Mateo",6081,"CO","06081","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Bay Area"
"percent impervious surface cover","Santa Clara",6085,"CO","06085","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Bay Area"
"percent impervious surface cover","Solano",6095,"CO","06095","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Bay Area"
"percent impervious surface cover","Sonoma",6097,"CO","06097","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Bay Area"
"percent impervious surface cover","Butte",6007,"CO","06007","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Northern Central Valley"
"percent impervious surface cover","Colusa",6011,"CO","06011","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Northern Central Valley"
"percent impervious surface cover","Glenn",6021,"CO","06021","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Northern Central Valley"
"percent impervious surface cover","Madera",6039,"CO","06039","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Northern Central Valley"
"percent impervious surface cover","Merced",6047,"CO","06047","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Northern Central Valley"
"percent impervious surface cover","Sacramento",6067,"CO","06067","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Northern Central Valley"
"percent impervious surface cover","San Joaquin",6077,"CO","06077","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Northern Central Valley"
"percent impervious surface cover","Stanislaus",6099,"CO","06099","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Northern Central Valley"
"percent impervious surface cover","Sutter",6101,"CO","06101","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Northern Central Valley"
"percent impervious surface cover","Tehama",6103,"CO","06103","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Northern Central Valley"
"percent impervious surface cover","Yolo",6113,"CO","06113","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Northern Central Valley"
"percent impervious surface cover","Yuba",6115,"CO","06115","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Northern Central Valley"
"percent impervious surface cover","Fresno",6019,"CO","06019","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Southern Central Valley"
"percent impervious surface cover","Kern",6029,"CO","06029","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Southern Central Valley"
"percent impervious surface cover","Kings",6031,"CO","06031","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Southern Central Valley"
"percent impervious surface cover","Tulare",6107,"CO","06107","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Southern Central Valley"
"percent impervious surface cover","Monterey",6053,"CO","06053","area-weighted","impervious","impervious_area-weighted","LL95",NA,"Central Coast"
